hm	lnc	aso	expr	corr	number_of_DEG	number_genes_from_himorna	TP	TN	FP	FN
H3K36me3	ENSG00000163364	ASO_G0163364_06	down	minus	21	5	0	21	5	124219
H3K36me3	ENSG00000163364	ASO_G0163364_06	down	plus	21	5	0	21	5	124219
H3K36me3	ENSG00000163364	ASO_G0163364_AD_01	down	minus	383	5	0	383	5	123857
H3K36me3	ENSG00000163364	ASO_G0163364_AD_01	up	minus	853	5	0	853	5	123387
H3K36me3	ENSG00000163364	ASO_G0163364_AD_01	up	plus	853	5	0	853	5	123387
H3K36me3	ENSG00000163364	ASO_G0163364_AD_01	down	plus	383	5	0	383	5	123857
H3K36me3	ENSG00000180769	ASO_G0180769_03	up	plus	1	48	0	1	48	124196
H3K36me3	ENSG00000180769	ASO_G0180769_03	up	minus	1	36	0	1	48	124196
H3K36me3	ENSG00000180769	ASO_G0180769_08	down	minus	6	36	0	6	48	124191
H3K36me3	ENSG00000180769	ASO_G0180769_08	down	plus	6	48	0	6	48	124191
H3K36me3	ENSG00000180769	ASO_G0180769_AD_03	up	plus	1	48	0	1	48	124196
H3K36me3	ENSG00000180769	ASO_G0180769_AD_03	up	minus	1	36	0	1	48	124196
H3K36me3	ENSG00000180769	ASO_G0180769_AD_03	down	minus	1	36	0	1	48	124196
H3K36me3	ENSG00000180769	ASO_G0180769_AD_03	down	plus	1	48	0	1	48	124196
H3K36me3	ENSG00000205181	ASO_G0205181_01	up	minus	11	826	0	11	1508	122726
H3K36me3	ENSG00000205181	ASO_G0205181_01	down	minus	65	826	5	60	1503	122677
H3K36me3	ENSG00000205181	ASO_G0205181_01	up	plus	11	1508	0	11	1508	122726
H3K36me3	ENSG00000205181	ASO_G0205181_01	down	plus	65	1508	5	60	1503	122677
H3K36me3	ENSG00000212978	ASO_G0212978_01	up	plus	4	4108	0	4	3445	120796
H3K36me3	ENSG00000212978	ASO_G0212978_01	down	plus	24	4108	4	20	3441	120780
H3K36me3	ENSG00000212978	ASO_G0212978_01	down	minus	24	3445	4	20	3441	120780
H3K36me3	ENSG00000212978	ASO_G0212978_01	up	minus	4	3445	0	4	3445	120796
H3K36me3	ENSG00000212978	ASO_G0212978_02	down	minus	41	3445	0	41	3445	120759
H3K36me3	ENSG00000212978	ASO_G0212978_02	up	minus	26	3445	1	25	3444	120775
