hm	lnc	aso	expr	corr	number_of_DEG	number_genes_from_himorna	TP	TN	FP	FN
H3K4me3	ENSG00000163364	ASO_G0163364_06	down	plus	21	97	0	21	9	124215
H3K4me3	ENSG00000163364	ASO_G0163364_06	down	minus	21	9	0	21	9	124215
H3K4me3	ENSG00000163364	ASO_G0163364_AD_01	up	plus	853	97	0	853	9	123383
H3K4me3	ENSG00000163364	ASO_G0163364_AD_01	up	minus	853	9	0	853	9	123383
H3K4me3	ENSG00000163364	ASO_G0163364_AD_01	down	minus	383	9	0	383	9	123853
H3K4me3	ENSG00000163364	ASO_G0163364_AD_01	down	plus	383	97	0	383	9	123853
H3K4me3	ENSG00000180769	ASO_G0180769_03	up	minus	1	265	0	1	2051	122193
H3K4me3	ENSG00000180769	ASO_G0180769_03	up	plus	1	2051	0	1	2051	122193
H3K4me3	ENSG00000180769	ASO_G0180769_08	down	plus	6	2051	1	5	2050	122189
H3K4me3	ENSG00000180769	ASO_G0180769_08	down	minus	6	265	1	5	2050	122189
H3K4me3	ENSG00000180769	ASO_G0180769_AD_03	up	minus	1	265	0	1	2051	122193
H3K4me3	ENSG00000180769	ASO_G0180769_AD_03	down	plus	1	2051	0	1	2051	122193
H3K4me3	ENSG00000180769	ASO_G0180769_AD_03	up	plus	1	2051	0	1	2051	122193
H3K4me3	ENSG00000180769	ASO_G0180769_AD_03	down	minus	1	265	0	1	2051	122193
H3K4me3	ENSG00000203706	ASO_G0203706_01	down	minus	274	2	0	274	2	123969
H3K4me3	ENSG00000203706	ASO_G0203706_01	up	minus	260	2	0	260	2	123983
H3K4me3	ENSG00000204054	ASO_G0204054_01	down	plus	2	78	0	2	78	124165
H3K4me3	ENSG00000204054	ASO_G0204054_01	down	minus	2	13	0	2	78	124165
H3K4me3	ENSG00000204054	ASO_G0204054_06	up	plus	320	78	0	320	78	123847
H3K4me3	ENSG00000204054	ASO_G0204054_06	down	minus	334	13	1	333	77	123834
H3K4me3	ENSG00000204054	ASO_G0204054_06	up	minus	320	13	0	320	78	123847
H3K4me3	ENSG00000204054	ASO_G0204054_06	down	plus	334	78	1	333	77	123834
H3K4me3	ENSG00000204054	ASO_G0204054_10	down	minus	1	13	0	1	78	124166
H3K4me3	ENSG00000204054	ASO_G0204054_10	down	plus	1	78	0	1	78	124166
H3K4me3	ENSG00000205181	ASO_G0205181_01	down	minus	65	357	3	62	1260	122920
H3K4me3	ENSG00000205181	ASO_G0205181_01	up	minus	11	357	2	9	1261	122973
H3K4me3	ENSG00000205181	ASO_G0205181_01	down	plus	65	1263	3	62	1260	122920
H3K4me3	ENSG00000205181	ASO_G0205181_01	up	plus	11	1263	2	9	1261	122973
H3K4me3	ENSG00000212978	ASO_G0212978_01	up	plus	4	525	0	4	6031	118210
H3K4me3	ENSG00000212978	ASO_G0212978_01	up	minus	4	6031	0	4	6031	118210
H3K4me3	ENSG00000212978	ASO_G0212978_01	down	minus	24	6031	7	17	6024	118197
H3K4me3	ENSG00000212978	ASO_G0212978_01	down	plus	24	525	7	17	6024	118197
H3K4me3	ENSG00000212978	ASO_G0212978_02	down	minus	41	6031	2	39	6029	118175
H3K4me3	ENSG00000212978	ASO_G0212978_02	up	minus	26	6031	4	22	6027	118192
H3K4me3	ENSG00000212978	ASO_G0212978_02	up	plus	26	525	4	22	6027	118192
