hm	lnc	aso	expr	corr	number_of_DEG	number_genes_from_himorna	TP	TN	FP	FN
H3K27me3	ENSG00000196668	G0196668_02	down	plus	202	1	0	201	1	124043
H3K27me3	ENSG00000196668	G0196668_02	up	plus	190	1	0	190	1	124054
H3K27me3	ENSG00000196668	G0196668_08	down	plus	186	1	0	186	1	124058
H3K27me3	ENSG00000196668	G0196668_08	up	plus	246	1	0	246	1	123998
H3K27me3	ENSG00000212978	G0212978_03	up	minus	3	5695	1	2	10137	114105
H3K27me3	ENSG00000212978	G0212978_03	down	plus	4	10139	1	3	10137	114104
H3K27me3	ENSG00000212978	G0212978_03	up	plus	3	10139	1	2	10137	114105
H3K27me3	ENSG00000212978	G0212978_03	down	minus	4	5695	1	3	10137	114104
H3K27me3	ENSG00000212978	G0212978_04	down	plus	4	10139	0	4	10138	114103
H3K27me3	ENSG00000212978	G0212978_04	up	minus	5	5695	0	5	10138	114102
H3K27me3	ENSG00000212978	G0212978_04	down	minus	4	5695	0	4	10138	114103
H3K27me3	ENSG00000212978	G0212978_04	up	plus	5	10139	0	5	10138	114102
H3K27me3	ENSG00000212978	G0212978_06	down	plus	8	10139	1	7	10137	114100
H3K27me3	ENSG00000212978	G0212978_06	down	minus	8	5695	1	7	10137	114100
H3K27me3	ENSG00000225489	G0225489_01	down	plus	2	5	0	2	40	124203
H3K27me3	ENSG00000225489	G0225489_01	down	minus	2	40	0	2	40	124203
H3K27me3	ENSG00000226031	G0226031_02	up	plus	2	39	0	2	39	124204
H3K27me3	ENSG00000226031	G0226031_02	down	minus	4	99	0	4	39	124202
H3K27me3	ENSG00000226031	G0226031_02	down	plus	4	39	0	4	39	124202
H3K27me3	ENSG00000226031	G0226031_02	up	minus	2	99	0	2	39	124204
H3K27me3	ENSG00000226031	G0226031_08	up	minus	8	99	0	8	39	124198
H3K27me3	ENSG00000226031	G0226031_08	down	plus	7	39	0	7	39	124199
H3K27me3	ENSG00000226031	G0226031_08	down	minus	7	99	0	7	39	124199
H3K27me3	ENSG00000226031	G0226031_08	up	plus	8	39	0	8	39	124198
H3K27me3	ENSG00000227403	G0227403_01	up	plus	1	149	0	1	149	124095
H3K27me3	ENSG00000227403	G0227403_01	down	plus	3	149	0	3	149	124093
H3K27me3	ENSG00000227403	G0227403_01	up	minus	1	704	0	1	149	124095
H3K27me3	ENSG00000227403	G0227403_01	down	minus	3	704	0	3	149	124093
H3K27me3	ENSG00000227403	G0227403_02	up	plus	1	149	0	1	149	124095
H3K27me3	ENSG00000227403	G0227403_02	down	plus	4	149	0	4	149	124092
H3K27me3	ENSG00000227403	G0227403_02	up	minus	1	704	0	1	149	124095
H3K27me3	ENSG00000227403	G0227403_02	down	minus	4	704	0	4	149	124092
H3K27me3	ENSG00000227403	G0227403_04	up	minus	16	704	0	16	149	124080
H3K27me3	ENSG00000227403	G0227403_04	down	plus	19	149	0	19	149	124077
H3K27me3	ENSG00000227403	G0227403_04	down	minus	19	704	0	19	149	124077
H3K27me3	ENSG00000227403	G0227403_04	up	plus	16	149	0	16	149	124080
H3K27me3	ENSG00000227627	G0227627_03	down	plus	3	2	0	3	2	124240
H3K27me3	ENSG00000227627	G0227627_08	down	plus	5	2	0	5	2	124238
H3K27me3	ENSG00000231185	G0231185_03	up	minus	10	9	0	10	9	124226
H3K27me3	ENSG00000231185	G0231185_03	down	plus	18	3	0	18	9	124218
H3K27me3	ENSG00000231185	G0231185_03	up	plus	10	3	0	10	9	124226
H3K27me3	ENSG00000231185	G0231185_03	down	minus	18	9	0	18	9	124218
H3K27me3	ENSG00000231185	G0231185_09	down	plus	15	3	0	15	9	124221
H3K27me3	ENSG00000231185	G0231185_09	up	minus	1	9	0	1	9	124235
H3K27me3	ENSG00000231185	G0231185_09	up	plus	1	3	0	1	9	124235
H3K27me3	ENSG00000231185	G0231185_09	down	minus	15	9	0	15	9	124221
H3K27me3	ENSG00000231806	G0231806_07	down	minus	54	32	0	54	32	124159
H3K27me3	ENSG00000231806	G0231806_07	down	plus	54	125	0	54	32	124159
H3K27me3	ENSG00000231806	G0231806_07	up	minus	127	32	0	127	32	124086
H3K27me3	ENSG00000231806	G0231806_07	up	plus	127	125	0	127	32	124086
H3K27me3	ENSG00000231806	G0231806_08	down	plus	3	125	0	3	32	124210
H3K27me3	ENSG00000231806	G0231806_08	up	plus	3	125	0	3	32	124210
H3K27me3	ENSG00000231806	G0231806_08	down	minus	3	32	0	3	32	124210
H3K27me3	ENSG00000231806	G0231806_08	up	minus	3	32	0	3	32	124210
H3K27me3	ENSG00000233184	G0233184_03	up	plus	33	110	0	33	62	124150
H3K27me3	ENSG00000233184	G0233184_03	down	plus	28	110	0	28	62	124155
H3K27me3	ENSG00000233184	G0233184_03	up	minus	33	62	0	33	62	124150
H3K27me3	ENSG00000233184	G0233184_03	down	minus	28	62	0	28	62	124155
H3K27me3	ENSG00000233184	G0233184_04	up	minus	87	62	0	87	62	124096
H3K27me3	ENSG00000233184	G0233184_04	down	plus	40	110	0	40	62	124143
H3K27me3	ENSG00000233184	G0233184_04	down	minus	40	62	0	40	62	124143
H3K27me3	ENSG00000233184	G0233184_04	up	plus	87	110	0	87	62	124096
H3K27me3	ENSG00000233393	G0233393_07	down	plus	6	5	0	6	5	124234
H3K27me3	ENSG00000233393	G0233393_07	up	plus	4	5	0	4	5	124236
H3K27me3	ENSG00000233393	G0233393_07	up	minus	4	1	0	4	5	124236
H3K27me3	ENSG00000233393	G0233393_07	down	minus	6	1	0	6	5	124234
H3K27me3	ENSG00000234171	G0234171_02	down	minus	76	3	0	76	3	124166
H3K27me3	ENSG00000234171	G0234171_02	up	plus	99	4	0	99	3	124143
H3K27me3	ENSG00000234171	G0234171_02	up	minus	99	3	0	99	3	124143
H3K27me3	ENSG00000234171	G0234171_02	down	plus	76	4	0	76	3	124166
H3K27me3	ENSG00000234171	G0234171_03	up	plus	32	4	0	32	3	124210
H3K27me3	ENSG00000234171	G0234171_03	down	minus	48	3	0	48	3	124194
H3K27me3	ENSG00000234171	G0234171_03	down	plus	48	4	0	48	3	124194
H3K27me3	ENSG00000234171	G0234171_03	up	minus	32	3	0	32	3	124210
H3K27me3	ENSG00000234171	G0234171_09	up	minus	22	3	0	22	3	124220
H3K27me3	ENSG00000234171	G0234171_09	down	plus	34	4	0	34	3	124208
H3K27me3	ENSG00000234171	G0234171_09	down	minus	34	3	0	34	3	124208
H3K27me3	ENSG00000234171	G0234171_09	up	plus	22	4	0	22	3	124220
H3K27me3	ENSG00000234546	G0234546_02	up	plus	138	4392	11	127	2476	121631
H3K27me3	ENSG00000234546	G0234546_02	down	plus	150	4392	7	143	2480	121615
H3K27me3	ENSG00000234546	G0234546_02	up	minus	138	2487	11	127	2476	121631
H3K27me3	ENSG00000234546	G0234546_02	down	minus	150	2487	7	143	2480	121615
H3K27me3	ENSG00000234546	G0234546_AD_04	down	minus	1	2487	0	1	2487	121757
H3K27me3	ENSG00000234546	G0234546_AD_04	up	plus	2	4392	0	2	2487	121756
H3K27me3	ENSG00000234546	G0234546_AD_04	up	minus	2	2487	0	2	2487	121756
H3K27me3	ENSG00000234546	G0234546_AD_04	down	plus	1	4392	0	1	2487	121757
H3K27me3	ENSG00000234546	G0234546_AD_05	down	plus	1	4392	0	1	2487	121757
H3K27me3	ENSG00000234546	G0234546_AD_05	down	minus	1	2487	0	1	2487	121757
H3K27me3	ENSG00000234546	G0234546_AD_06	up	minus	9	2487	0	9	2487	121749
H3K27me3	ENSG00000234546	G0234546_AD_06	up	plus	9	4392	0	9	2487	121749
