hm	lnc	aso	expr	corr	number_of_DEG	number_genes_from_himorna	TP	TN	FP	FN
H3K36me3	ENSG00000185847	G0185847_05	down	plus	202	1	0	202	1	124042
H3K36me3	ENSG00000185847	G0185847_05	up	plus	178	1	0	178	1	124066
H3K36me3	ENSG00000185847	G0185847_06	up	plus	22	1	0	22	1	124222
H3K36me3	ENSG00000185847	G0185847_06	down	plus	59	1	0	59	1	124185
H3K36me3	ENSG00000185847	G0185847_08	down	plus	273	1	1	272	0	123972
H3K36me3	ENSG00000185847	G0185847_08	up	plus	360	1	0	360	1	123884
H3K36me3	ENSG00000196668	G0196668_02	up	minus	190	16	0	190	16	124039
H3K36me3	ENSG00000196668	G0196668_02	down	minus	202	16	0	201	16	124028
H3K36me3	ENSG00000196668	G0196668_08	up	minus	246	16	0	246	16	123983
H3K36me3	ENSG00000196668	G0196668_08	down	minus	186	16	0	186	16	124043
H3K36me3	ENSG00000212978	G0212978_03	down	minus	4	3445	0	4	3445	120796
H3K36me3	ENSG00000212978	G0212978_03	up	plus	3	4108	0	3	3445	120797
H3K36me3	ENSG00000212978	G0212978_03	up	minus	3	3445	0	3	3445	120797
H3K36me3	ENSG00000212978	G0212978_03	down	plus	4	4108	0	4	3445	120796
H3K36me3	ENSG00000212978	G0212978_04	down	minus	4	3445	0	4	3445	120796
H3K36me3	ENSG00000212978	G0212978_04	down	plus	4	4108	0	4	3445	120796
H3K36me3	ENSG00000212978	G0212978_04	up	minus	5	3445	0	5	3445	120795
H3K36me3	ENSG00000212978	G0212978_04	up	plus	5	4108	0	5	3445	120795
H3K36me3	ENSG00000212978	G0212978_06	down	minus	8	3445	0	8	3445	120792
H3K36me3	ENSG00000212978	G0212978_06	down	plus	8	4108	0	8	3445	120792
H3K36me3	ENSG00000213468	G0213468_04	down	plus	2	3	0	2	3	124240
H3K36me3	ENSG00000213468	G0213468_05	down	plus	38	3	0	38	3	124204
H3K36me3	ENSG00000213468	G0213468_05	up	plus	46	3	0	46	3	124196
H3K36me3	ENSG00000226031	G0226031_02	down	minus	4	3	0	4	14	124227
H3K36me3	ENSG00000226031	G0226031_02	up	minus	2	3	0	2	14	124229
H3K36me3	ENSG00000226031	G0226031_02	up	plus	2	14	0	2	14	124229
H3K36me3	ENSG00000226031	G0226031_02	down	plus	4	14	0	4	14	124227
H3K36me3	ENSG00000226031	G0226031_08	down	plus	7	14	0	7	14	124224
H3K36me3	ENSG00000226031	G0226031_08	down	minus	7	3	0	7	14	124224
H3K36me3	ENSG00000226031	G0226031_08	up	minus	8	3	0	8	14	124223
H3K36me3	ENSG00000226031	G0226031_08	up	plus	8	14	0	8	14	124223
H3K36me3	ENSG00000227403	G0227403_01	down	plus	3	76	0	3	76	124166
H3K36me3	ENSG00000227403	G0227403_01	up	minus	1	135	0	1	76	124168
H3K36me3	ENSG00000227403	G0227403_01	up	plus	1	76	0	1	76	124168
H3K36me3	ENSG00000227403	G0227403_01	down	minus	3	135	0	3	76	124166
H3K36me3	ENSG00000227403	G0227403_02	down	plus	4	76	0	4	76	124165
H3K36me3	ENSG00000227403	G0227403_02	up	minus	1	135	0	1	76	124168
H3K36me3	ENSG00000227403	G0227403_02	up	plus	1	76	0	1	76	124168
H3K36me3	ENSG00000227403	G0227403_02	down	minus	4	135	0	4	76	124165
H3K36me3	ENSG00000227403	G0227403_04	down	minus	19	135	0	19	76	124150
H3K36me3	ENSG00000227403	G0227403_04	down	plus	19	76	0	19	76	124150
H3K36me3	ENSG00000227403	G0227403_04	up	plus	16	76	1	15	75	124154
H3K36me3	ENSG00000227403	G0227403_04	up	minus	16	135	1	15	75	124154
H3K36me3	ENSG00000229153	G0229153_09	down	plus	34	6958	8	26	6949	117262
H3K36me3	ENSG00000229153	G0229153_09	up	minus	135	6105	4	131	6953	117157
H3K36me3	ENSG00000229153	G0229153_09	down	minus	34	6105	8	26	6949	117262
H3K36me3	ENSG00000229153	G0229153_09	up	plus	135	6958	4	131	6953	117157
H3K36me3	ENSG00000229852	G0229852_01	down	minus	2	25	0	2	25	124218
H3K36me3	ENSG00000229852	G0229852_AD_01	down	minus	1	25	0	1	25	124219
H3K36me3	ENSG00000231185	G0231185_03	down	plus	18	28	0	18	104	124123
H3K36me3	ENSG00000231185	G0231185_03	up	minus	10	104	0	10	104	124131
H3K36me3	ENSG00000231185	G0231185_03	down	minus	18	104	0	18	104	124123
H3K36me3	ENSG00000231185	G0231185_03	up	plus	10	28	0	10	104	124131
