hm	lnc	aso	expr	corr	number_of_DEG	number_genes_from_himorna	TP	TN	FP	FN
H3K4me3	ENSG00000196668	G0196668_02	up	minus	190	5	0	190	2	124053
H3K4me3	ENSG00000196668	G0196668_02	up	plus	190	2	0	190	2	124053
H3K4me3	ENSG00000196668	G0196668_02	down	minus	202	5	0	201	2	124042
H3K4me3	ENSG00000196668	G0196668_02	down	plus	202	2	0	201	2	124042
H3K4me3	ENSG00000196668	G0196668_08	up	minus	246	5	0	246	2	123997
H3K4me3	ENSG00000196668	G0196668_08	down	minus	186	5	0	186	2	124057
H3K4me3	ENSG00000196668	G0196668_08	down	plus	186	2	0	186	2	124057
H3K4me3	ENSG00000196668	G0196668_08	up	plus	246	2	0	246	2	123997
H3K4me3	ENSG00000212978	G0212978_03	up	minus	3	6031	2	1	6029	118213
H3K4me3	ENSG00000212978	G0212978_03	down	minus	4	6031	1	3	6030	118211
H3K4me3	ENSG00000212978	G0212978_03	up	plus	3	525	2	1	6029	118213
H3K4me3	ENSG00000212978	G0212978_03	down	plus	4	525	1	3	6030	118211
H3K4me3	ENSG00000212978	G0212978_04	up	plus	5	525	0	5	6031	118209
H3K4me3	ENSG00000212978	G0212978_04	down	minus	4	6031	1	3	6030	118211
H3K4me3	ENSG00000212978	G0212978_04	up	minus	5	6031	0	5	6031	118209
H3K4me3	ENSG00000212978	G0212978_04	down	plus	4	525	1	3	6030	118211
H3K4me3	ENSG00000212978	G0212978_06	down	plus	8	525	1	7	6030	118207
H3K4me3	ENSG00000212978	G0212978_06	down	minus	8	6031	1	7	6030	118207
H3K4me3	ENSG00000213468	G0213468_04	down	plus	2	9	0	2	9	124234
H3K4me3	ENSG00000213468	G0213468_05	up	plus	46	9	0	46	9	124190
H3K4me3	ENSG00000213468	G0213468_05	down	plus	38	9	0	38	9	124198
H3K4me3	ENSG00000223960	G0223960_04	up	plus	2	9	0	2	9	124234
H3K4me3	ENSG00000223960	G0223960_04	up	minus	2	30	0	2	9	124234
H3K4me3	ENSG00000223960	G0223960_04	down	minus	14	30	0	14	9	124222
H3K4me3	ENSG00000223960	G0223960_04	down	plus	14	9	0	14	9	124222
H3K4me3	ENSG00000223960	G0223960_AD_10	up	plus	1	9	0	1	9	124235
H3K4me3	ENSG00000223960	G0223960_AD_10	up	minus	1	30	0	1	9	124235
H3K4me3	ENSG00000223960	G0223960_AD_10	down	minus	1	30	0	1	9	124235
H3K4me3	ENSG00000223960	G0223960_AD_10	down	plus	1	9	0	1	9	124235
H3K4me3	ENSG00000225489	G0225489_01	down	minus	2	617	0	2	617	123626
H3K4me3	ENSG00000225489	G0225489_01	down	plus	2	926	0	2	617	123626
H3K4me3	ENSG00000225975	G0225975_05	down	plus	1	12	0	1	4	124240
H3K4me3	ENSG00000225975	G0225975_05	up	minus	1	4	1	0	3	124241
H3K4me3	ENSG00000225975	G0225975_05	up	plus	1	12	1	0	3	124241
H3K4me3	ENSG00000225975	G0225975_05	down	minus	1	4	0	1	4	124240
H3K4me3	ENSG00000225975	G0225975_10	down	minus	2	4	0	2	4	124239
H3K4me3	ENSG00000225975	G0225975_10	up	minus	5	4	0	5	4	124236
H3K4me3	ENSG00000225975	G0225975_10	down	plus	2	12	0	2	4	124239
H3K4me3	ENSG00000225975	G0225975_10	up	plus	5	12	0	5	4	124236
H3K4me3	ENSG00000226031	G0226031_02	up	plus	2	1327	1	1	1326	122917
H3K4me3	ENSG00000226031	G0226031_02	down	plus	4	1327	1	3	1326	122915
H3K4me3	ENSG00000226031	G0226031_02	down	minus	4	100	1	3	1326	122915
H3K4me3	ENSG00000226031	G0226031_02	up	minus	2	100	1	1	1326	122917
H3K4me3	ENSG00000226031	G0226031_08	up	plus	8	1327	1	7	1326	122911
H3K4me3	ENSG00000226031	G0226031_08	up	minus	8	100	1	7	1326	122911
H3K4me3	ENSG00000226031	G0226031_08	down	plus	7	1327	1	6	1326	122912
H3K4me3	ENSG00000226031	G0226031_08	down	minus	7	100	1	6	1326	122912
H3K4me3	ENSG00000226310	G0226310_01	down	plus	18	3	0	18	3	124224
H3K4me3	ENSG00000226310	G0226310_01	up	plus	43	3	0	43	3	124199
H3K4me3	ENSG00000226310	G0226310_03	up	plus	3	3	0	3	3	124239
H3K4me3	ENSG00000226310	G0226310_03	down	plus	6	3	0	6	3	124236
H3K4me3	ENSG00000227117	G0227117_01	down	plus	5	6	0	5	6	124234
H3K4me3	ENSG00000227117	G0227117_01	up	plus	8	6	0	8	6	124231
H3K4me3	ENSG00000227117	G0227117_04	up	plus	19	6	0	19	6	124220
H3K4me3	ENSG00000227117	G0227117_04	down	plus	25	6	0	25	6	124214
H3K4me3	ENSG00000227117	G0227117_05	down	plus	15	6	0	15	6	124224
H3K4me3	ENSG00000227117	G0227117_05	up	plus	5	6	0	5	6	124234
H3K4me3	ENSG00000227403	G0227403_01	up	plus	1	525	0	1	525	123719
H3K4me3	ENSG00000227403	G0227403_01	down	plus	3	525	0	3	525	123717
H3K4me3	ENSG00000227403	G0227403_01	up	minus	1	934	0	1	525	123719
H3K4me3	ENSG00000227403	G0227403_01	down	minus	3	934	0	3	525	123717
H3K4me3	ENSG00000227403	G0227403_02	down	plus	4	525	1	3	524	123717
H3K4me3	ENSG00000227403	G0227403_02	up	plus	1	525	0	1	525	123719
H3K4me3	ENSG00000227403	G0227403_02	up	minus	1	934	0	1	525	123719
H3K4me3	ENSG00000227403	G0227403_02	down	minus	4	934	1	3	524	123717
H3K4me3	ENSG00000227403	G0227403_04	up	plus	16	525	1	15	524	123705
H3K4me3	ENSG00000227403	G0227403_04	down	minus	19	934	0	19	525	123701
H3K4me3	ENSG00000227403	G0227403_04	down	plus	19	525	0	19	525	123701
H3K4me3	ENSG00000227403	G0227403_04	up	minus	16	934	1	15	524	123705
H3K4me3	ENSG00000227627	G0227627_03	down	minus	3	639	0	3	639	123603
H3K4me3	ENSG00000227627	G0227627_08	down	minus	5	639	0	5	639	123601
H3K4me3	ENSG00000229153	G0229153_09	down	minus	34	55	0	34	55	124156
H3K4me3	ENSG00000229153	G0229153_09	up	plus	135	935	0	135	55	124055
H3K4me3	ENSG00000229153	G0229153_09	up	minus	135	55	0	135	55	124055
H3K4me3	ENSG00000229153	G0229153_09	down	plus	34	935	0	34	55	124156
H3K4me3	ENSG00000230623	G0230623_02	down	minus	23	16	0	23	16	124206
H3K4me3	ENSG00000230623	G0230623_02	up	minus	9	16	0	9	16	124220
H3K4me3	ENSG00000230623	G0230623_02	down	plus	23	52	0	23	16	124206
H3K4me3	ENSG00000230623	G0230623_02	up	plus	9	52	0	9	16	124220
H3K4me3	ENSG00000230623	G0230623_05	up	plus	7	52	0	7	16	124222
H3K4me3	ENSG00000230623	G0230623_05	down	plus	5	52	0	5	16	124224
H3K4me3	ENSG00000230623	G0230623_05	down	minus	5	16	0	5	16	124224
H3K4me3	ENSG00000230623	G0230623_05	up	minus	7	16	0	7	16	124222
H3K4me3	ENSG00000230623	G0230623_09	down	plus	13	52	0	13	16	124216
H3K4me3	ENSG00000230623	G0230623_09	up	plus	6	52	0	6	16	124223
H3K4me3	ENSG00000230623	G0230623_09	up	minus	6	16	0	6	16	124223
H3K4me3	ENSG00000230623	G0230623_09	down	minus	13	16	0	13	16	124216
H3K4me3	ENSG00000231185	G0231185_03	down	minus	18	2587	0	18	165	124062
H3K4me3	ENSG00000231185	G0231185_03	up	minus	10	2587	0	10	165	124070
H3K4me3	ENSG00000231185	G0231185_03	down	plus	18	165	0	18	165	124062
H3K4me3	ENSG00000231185	G0231185_03	up	plus	10	165	0	10	165	124070
H3K4me3	ENSG00000231185	G0231185_09	up	plus	1	165	0	1	165	124079
H3K4me3	ENSG00000231185	G0231185_09	up	minus	1	2587	0	1	165	124079
H3K4me3	ENSG00000231185	G0231185_09	down	plus	15	165	0	15	165	124065
H3K4me3	ENSG00000231185	G0231185_09	down	minus	15	2587	0	15	165	124065
H3K4me3	ENSG00000231806	G0231806_07	up	minus	127	53	1	126	52	124066
H3K4me3	ENSG00000231806	G0231806_07	up	plus	127	10	1	126	52	124066
H3K4me3	ENSG00000231806	G0231806_07	down	plus	54	10	0	54	53	124138
H3K4me3	ENSG00000231806	G0231806_07	down	minus	54	53	0	54	53	124138
H3K4me3	ENSG00000231806	G0231806_08	down	plus	3	10	0	3	53	124189
H3K4me3	ENSG00000231806	G0231806_08	down	minus	3	53	0	3	53	124189
H3K4me3	ENSG00000231806	G0231806_08	up	minus	3	53	0	3	53	124189
H3K4me3	ENSG00000231806	G0231806_08	up	plus	3	10	0	3	53	124189
H3K4me3	ENSG00000233056	G0233056_01	up	plus	1	81	0	1	81	124163
H3K4me3	ENSG00000233056	G0233056_01	up	minus	1	85	0	1	81	124163
H3K4me3	ENSG00000233056	G0233056_07	down	minus	1	85	0	1	81	124163
H3K4me3	ENSG00000233056	G0233056_07	down	plus	1	81	0	1	81	124163
H3K4me3	ENSG00000233184	G0233184_03	down	minus	28	3371	0	28	126	124091
H3K4me3	ENSG00000233184	G0233184_03	up	minus	33	3371	0	33	126	124086
H3K4me3	ENSG00000233184	G0233184_03	up	plus	33	126	0	33	126	124086
H3K4me3	ENSG00000233184	G0233184_03	down	plus	28	126	0	28	126	124091
H3K4me3	ENSG00000233184	G0233184_04	down	minus	40	3371	0	40	126	124079
H3K4me3	ENSG00000233184	G0233184_04	up	plus	87	126	0	87	126	124032
H3K4me3	ENSG00000233184	G0233184_04	down	plus	40	126	0	40	126	124079
H3K4me3	ENSG00000233184	G0233184_04	up	minus	87	3371	0	87	126	124032
H3K4me3	ENSG00000234171	G0234171_02	up	minus	99	2	0	99	2	124144
H3K4me3	ENSG00000234171	G0234171_02	down	minus	76	2	0	76	2	124167
H3K4me3	ENSG00000234171	G0234171_03	down	minus	48	2	0	48	2	124195
H3K4me3	ENSG00000234171	G0234171_03	up	minus	32	2	0	32	2	124211
H3K4me3	ENSG00000234171	G0234171_09	down	minus	34	2	0	34	2	124209
H3K4me3	ENSG00000234171	G0234171_09	up	minus	22	2	0	22	2	124221
H3K4me3	ENSG00000234546	G0234546_02	down	minus	150	2	0	150	2	124093
H3K4me3	ENSG00000234546	G0234546_02	up	plus	138	8	0	138	2	124105
H3K4me3	ENSG00000234546	G0234546_02	down	plus	150	8	0	150	2	124093
H3K4me3	ENSG00000234546	G0234546_02	up	minus	138	2	0	138	2	124105
H3K4me3	ENSG00000234546	G0234546_AD_04	down	minus	1	2	0	1	2	124242
H3K4me3	ENSG00000234546	G0234546_AD_04	up	plus	2	8	0	2	2	124241
H3K4me3	ENSG00000234546	G0234546_AD_04	down	plus	1	8	0	1	2	124242
H3K4me3	ENSG00000234546	G0234546_AD_04	up	minus	2	2	0	2	2	124241
H3K4me3	ENSG00000234546	G0234546_AD_05	down	minus	1	2	0	1	2	124242
H3K4me3	ENSG00000234546	G0234546_AD_05	down	plus	1	8	0	1	2	124242
H3K4me3	ENSG00000234546	G0234546_AD_06	up	minus	9	2	0	9	2	124234
H3K4me3	ENSG00000234546	G0234546_AD_06	up	plus	9	8	0	9	2	124234
H3K4me3	ENSG00000234546	G0234546_AD_06	down	plus	9	8	0	9	2	124234
H3K4me3	ENSG00000234546	G0234546_AD_06	down	minus	9	2	0	9	2	124234
H3K4me3	ENSG00000234546	G0234546_AD_09	down	minus	1	2	0	1	2	124242
H3K4me3	ENSG00000234546	G0234546_AD_09	down	plus	1	8	0	1	2	124242
H3K4me3	ENSG00000234608	G0234608_03	up	plus	95	4551	3	92	3837	120313
H3K4me3	ENSG00000234608	G0234608_03	up	minus	95	3840	3	92	3837	120313
H3K4me3	ENSG00000234608	G0234608_03	down	minus	21	3840	6	15	3834	120390
H3K4me3	ENSG00000234608	G0234608_03	down	plus	21	4551	6	15	3834	120390
H3K4me3	ENSG00000234608	G0234608_AD_08	up	plus	12	4551	1	11	3839	120394
H3K4me3	ENSG00000234608	G0234608_AD_08	down	plus	27	4551	2	25	3838	120380
H3K4me3	ENSG00000234608	G0234608_AD_08	down	minus	27	3840	2	25	3838	120380
H3K4me3	ENSG00000234608	G0234608_AD_08	up	minus	12	3840	1	11	3839	120394
H3K4me3	ENSG00000235437	G0235437_06	up	minus	2	5317	0	2	12127	112116
H3K4me3	ENSG00000235437	G0235437_06	down	plus	5	12129	1	4	12126	112114
H3K4me3	ENSG00000235437	G0235437_06	down	minus	5	5317	1	4	12126	112114
H3K4me3	ENSG00000235437	G0235437_06	up	plus	2	12129	0	2	12127	112116
H3K4me3	ENSG00000235437	G0235437_07	up	minus	1	5317	0	1	12127	112117
H3K4me3	ENSG00000235437	G0235437_07	up	plus	1	12129	0	1	12127	112117
H3K4me3	ENSG00000235560	G0235560_01	up	plus	110	28	0	110	28	124107
H3K4me3	ENSG00000235560	G0235560_01	up	minus	110	306	0	110	28	124107
H3K4me3	ENSG00000235560	G0235560_01	down	minus	87	306	0	87	28	124130
H3K4me3	ENSG00000235560	G0235560_01	down	plus	87	28	0	87	28	124130
H3K4me3	ENSG00000235560	G0235560_03	up	plus	8	28	0	8	28	124209
H3K4me3	ENSG00000235560	G0235560_03	down	minus	26	306	0	26	28	124191
H3K4me3	ENSG00000235560	G0235560_03	up	minus	8	306	0	8	28	124209
H3K4me3	ENSG00000235560	G0235560_03	down	plus	26	28	0	26	28	124191
H3K4me3	ENSG00000235560	G0235560_07	up	minus	1	306	0	1	28	124216
H3K4me3	ENSG00000235560	G0235560_07	up	plus	1	28	0	1	28	124216
H3K4me3	ENSG00000235823	G0235823_AD_01	down	minus	1	15	0	1	33	124211
H3K4me3	ENSG00000235823	G0235823_AD_01	down	plus	1	33	0	1	33	124211
H3K4me3	ENSG00000235823	G0235823_AD_08	down	plus	5	33	0	5	33	124207
H3K4me3	ENSG00000235823	G0235823_AD_08	down	minus	5	15	0	5	33	124207
H3K4me3	ENSG00000237742	G0237742_01	down	plus	9	262	0	9	262	123974
H3K4me3	ENSG00000237742	G0237742_01	up	plus	2	262	0	2	262	123981
H3K4me3	ENSG00000237742	G0237742_01	up	minus	2	4	0	2	262	123981
H3K4me3	ENSG00000237742	G0237742_01	down	minus	9	4	0	9	262	123974
H3K4me3	ENSG00000237742	G0237742_02	down	minus	3	4	0	3	262	123980
H3K4me3	ENSG00000237742	G0237742_02	up	minus	1	4	0	1	262	123982
