hm	lnc	aso	expr	corr	number_of_DEG	number_genes_from_himorna	TP	TN	FP	FN
H3K27ac	ENSG00000196668	G0196668_02	up	minus	190	1392	7	183	1385	122670
H3K27ac	ENSG00000196668	G0196668_02	down	minus	202	1392	6	195	1386	122658
H3K27ac	ENSG00000196668	G0196668_02	up	plus	190	3605	7	183	1385	122670
H3K27ac	ENSG00000196668	G0196668_02	down	plus	202	3605	6	195	1386	122658
H3K27ac	ENSG00000196668	G0196668_08	down	minus	186	1392	1	185	1391	122668
H3K27ac	ENSG00000196668	G0196668_08	up	plus	246	3605	11	235	1381	122618
H3K27ac	ENSG00000196668	G0196668_08	up	minus	246	1392	11	235	1381	122618
H3K27ac	ENSG00000196668	G0196668_08	down	plus	186	3605	1	185	1391	122668
H3K27ac	ENSG00000203721	G0203721_01	down	plus	9	5	0	9	5	124231
H3K27ac	ENSG00000203721	G0203721_01	up	plus	7	5	0	7	5	124233
H3K27ac	ENSG00000203721	G0203721_05	up	plus	1	5	0	1	5	124239
H3K27ac	ENSG00000203721	G0203721_05	down	plus	13	5	0	13	5	124227
H3K27ac	ENSG00000212978	G0212978_03	up	minus	3	14651	0	3	6194	118048
H3K27ac	ENSG00000212978	G0212978_03	down	plus	4	6194	2	2	6192	118049
H3K27ac	ENSG00000212978	G0212978_03	up	plus	3	6194	0	3	6194	118048
H3K27ac	ENSG00000212978	G0212978_03	down	minus	4	14651	2	2	6192	118049
H3K27ac	ENSG00000212978	G0212978_04	up	minus	5	14651	0	5	6194	118046
H3K27ac	ENSG00000212978	G0212978_04	up	plus	5	6194	0	5	6194	118046
H3K27ac	ENSG00000212978	G0212978_04	down	plus	4	6194	0	4	6194	118047
H3K27ac	ENSG00000212978	G0212978_04	down	minus	4	14651	0	4	6194	118047
H3K27ac	ENSG00000212978	G0212978_06	down	plus	8	6194	1	7	6193	118044
H3K27ac	ENSG00000212978	G0212978_06	down	minus	8	14651	1	7	6193	118044
H3K27ac	ENSG00000223546	G0223546_01	down	minus	2	2	0	2	3	124240
H3K27ac	ENSG00000223546	G0223546_01	up	minus	4	2	0	4	3	124238
H3K27ac	ENSG00000223546	G0223546_01	up	plus	4	3	0	4	3	124238
H3K27ac	ENSG00000223546	G0223546_01	down	plus	2	3	0	2	3	124240
H3K27ac	ENSG00000223546	G0223546_05	down	plus	5	3	0	5	3	124237
H3K27ac	ENSG00000223546	G0223546_05	up	plus	15	3	0	15	3	124227
H3K27ac	ENSG00000223546	G0223546_05	down	minus	5	2	0	5	3	124237
H3K27ac	ENSG00000223546	G0223546_05	up	minus	15	2	0	15	3	124227
H3K27ac	ENSG00000223546	G0223546_09	down	plus	7	3	0	7	3	124235
H3K27ac	ENSG00000223546	G0223546_09	up	minus	3	2	0	3	3	124239
H3K27ac	ENSG00000223546	G0223546_09	down	minus	7	2	0	7	3	124235
H3K27ac	ENSG00000223546	G0223546_09	up	plus	3	3	0	3	3	124239
H3K27ac	ENSG00000223813	G0223813_01	down	minus	5	647	0	5	2722	121518
H3K27ac	ENSG00000223813	G0223813_01	down	plus	5	2722	0	5	2722	121518
H3K27ac	ENSG00000223813	G0223813_01	up	plus	3	2722	0	3	2722	121520
H3K27ac	ENSG00000223813	G0223813_01	up	minus	3	647	0	3	2722	121520
H3K27ac	ENSG00000223813	G0223813_02	down	plus	42	2722	4	38	2718	121485
H3K27ac	ENSG00000223813	G0223813_02	up	plus	102	2722	1	101	2721	121422
H3K27ac	ENSG00000223813	G0223813_02	up	minus	102	647	1	101	2721	121422
H3K27ac	ENSG00000223813	G0223813_02	down	minus	42	647	4	38	2718	121485
H3K27ac	ENSG00000225489	G0225489_01	down	minus	2	2280	0	2	2280	121963
H3K27ac	ENSG00000225489	G0225489_01	down	plus	2	3810	0	2	2280	121963
H3K27ac	ENSG00000225975	G0225975_05	up	minus	1	25	0	1	4	124240
H3K27ac	ENSG00000225975	G0225975_05	up	plus	1	4	0	1	4	124240
H3K27ac	ENSG00000225975	G0225975_05	down	minus	1	25	0	1	4	124240
H3K27ac	ENSG00000225975	G0225975_05	down	plus	1	4	0	1	4	124240
H3K27ac	ENSG00000225975	G0225975_10	up	plus	5	4	0	5	4	124236
H3K27ac	ENSG00000225975	G0225975_10	down	plus	2	4	0	2	4	124239
H3K27ac	ENSG00000225975	G0225975_10	up	minus	5	25	0	5	4	124236
H3K27ac	ENSG00000225975	G0225975_10	down	minus	2	25	0	2	4	124239
H3K27ac	ENSG00000226031	G0226031_02	up	minus	2	93	0	2	439	123804
H3K27ac	ENSG00000226031	G0226031_02	down	minus	4	93	0	4	439	123802
H3K27ac	ENSG00000226031	G0226031_02	down	plus	4	439	0	4	439	123802
H3K27ac	ENSG00000226031	G0226031_02	up	plus	2	439	0	2	439	123804
H3K27ac	ENSG00000226031	G0226031_08	up	minus	8	93	0	8	439	123798
H3K27ac	ENSG00000226031	G0226031_08	down	minus	7	93	0	7	439	123799
H3K27ac	ENSG00000226031	G0226031_08	down	plus	7	439	0	7	439	123799
H3K27ac	ENSG00000226031	G0226031_08	up	plus	8	439	0	8	439	123798
H3K27ac	ENSG00000226310	G0226310_01	down	plus	18	2	0	18	2	124225
H3K27ac	ENSG00000226310	G0226310_01	up	plus	43	2	0	43	2	124200
H3K27ac	ENSG00000226310	G0226310_03	down	plus	6	2	0	6	2	124237
H3K27ac	ENSG00000226310	G0226310_03	up	plus	3	2	0	3	2	124240
H3K27ac	ENSG00000227403	G0227403_01	down	plus	3	13719	1	2	6487	117755
H3K27ac	ENSG00000227403	G0227403_01	up	plus	1	13719	1	0	6487	117757
H3K27ac	ENSG00000227403	G0227403_01	up	minus	1	6489	1	0	6487	117757
H3K27ac	ENSG00000227403	G0227403_01	down	minus	3	6489	1	2	6487	117755
H3K27ac	ENSG00000227403	G0227403_02	down	minus	4	6489	0	4	6488	117753
H3K27ac	ENSG00000227403	G0227403_02	up	plus	1	13719	0	1	6488	117756
H3K27ac	ENSG00000227403	G0227403_02	down	plus	4	13719	0	4	6488	117753
H3K27ac	ENSG00000227403	G0227403_02	up	minus	1	6489	0	1	6488	117756
H3K27ac	ENSG00000227403	G0227403_04	up	plus	16	13719	2	14	6486	117743
H3K27ac	ENSG00000227403	G0227403_04	down	minus	19	6489	2	17	6486	117740
H3K27ac	ENSG00000227403	G0227403_04	down	plus	19	13719	2	17	6486	117740
H3K27ac	ENSG00000227403	G0227403_04	up	minus	16	6489	2	14	6486	117743
H3K27ac	ENSG00000229153	G0229153_09	up	minus	135	1851	8	127	5095	119015
H3K27ac	ENSG00000229153	G0229153_09	up	plus	135	5103	8	127	5095	119015
H3K27ac	ENSG00000229153	G0229153_09	down	plus	34	5103	4	30	5099	119112
H3K27ac	ENSG00000229153	G0229153_09	down	minus	34	1851	4	30	5099	119112
H3K27ac	ENSG00000229852	G0229852_01	down	minus	2	992	0	2	1317	122926
H3K27ac	ENSG00000229852	G0229852_01	down	plus	2	1317	0	2	1317	122926
H3K27ac	ENSG00000229852	G0229852_AD_01	down	minus	1	992	0	1	1317	122927
H3K27ac	ENSG00000229852	G0229852_AD_01	down	plus	1	1317	0	1	1317	122927
H3K27ac	ENSG00000230623	G0230623_02	down	minus	23	270	0	23	270	123952
H3K27ac	ENSG00000230623	G0230623_02	down	plus	23	825	0	23	270	123952
H3K27ac	ENSG00000230623	G0230623_02	up	plus	9	825	0	9	270	123966
H3K27ac	ENSG00000230623	G0230623_02	up	minus	9	270	0	9	270	123966
H3K27ac	ENSG00000230623	G0230623_05	up	plus	7	825	0	7	270	123968
H3K27ac	ENSG00000230623	G0230623_05	up	minus	7	270	0	7	270	123968
H3K27ac	ENSG00000230623	G0230623_05	down	minus	5	270	0	5	270	123970
H3K27ac	ENSG00000230623	G0230623_05	down	plus	5	825	0	5	270	123970
H3K27ac	ENSG00000230623	G0230623_09	down	plus	13	825	0	13	270	123962
H3K27ac	ENSG00000230623	G0230623_09	up	plus	6	825	0	6	270	123969
H3K27ac	ENSG00000230623	G0230623_09	down	minus	13	270	0	13	270	123962
H3K27ac	ENSG00000230623	G0230623_09	up	minus	6	270	0	6	270	123969
H3K27ac	ENSG00000231806	G0231806_07	down	plus	54	314	1	53	313	123878
H3K27ac	ENSG00000231806	G0231806_07	down	minus	54	248	1	53	313	123878
H3K27ac	ENSG00000231806	G0231806_07	up	minus	127	248	1	126	313	123805
H3K27ac	ENSG00000231806	G0231806_07	up	plus	127	314	1	126	313	123805
